packen	0.6116743669950004
Feine	0.2382307641902695
Presse	0.7737414785637169
locker	0.38758235677136776
Reichstag	0.5875607823493534
Zufall	0.2440552758380836
Motiv	0.8341337703024104
technisch	0.8506124738415871
geharnischt	0.3545108840220213
Vorwort	0.8430551714410479
Anstellung	0.7859197994844521
billig	0.17621274308529455
englisch	0.5541156033971312
Anstalt	0.4791548085534557
Feder	0.461517781903628
Bilanz	0.015113298721258146
Abend	0.17130637815724506
Donnerwetter	0.38285547441502793
Museum	0.6484817094199443
