player	0.8479171454408649
part	0.13832512199573385
head	0.08436773425659806
graft	0.13035618681330824
face	0.12329005392941192
prop	0.34908696392379485
fiction	0.2947649303362776
twist	0.5471383958003745
bag	0.04421939841657986
pin	0.18244907732053742
tip	0.31989281736120645
contemplation	0.4567684087698833
ounce	0.46276132230791517
word	0.053227761586480654
gas	0.1519934626766983
tree	0.06848926771798072
savage	0.19683519761998883
lass	0.3307333348538503
stroke	0.07912218831054049
ball	0.06677614560581593
rag	0.13891227451572213
lane	0.43229715128196494
multitude	0.6751295254234928
stab	0.17336630852744891
risk	0.5777186581700033
chairman	0.5634801343336246
land	0.2877514029518228
thump	0.026823148702020197
relationship	0.6705724189270464
donkey	0.23578224221102076
record	0.07602582197832712
edge	0.45139385219600114
attack	0.24709533755109825
bit	0.025153941524561053
quilt	0.46965099217855305
plane	0.7639721026313239
circle	0.17699762314887799
