packen	0.020325319452028544
Feine	0.24589174099006705
Presse	0.11463288802302504
locker	0.07875187599185511
Reichstag	0.22163891315176615
Zufall	0.08879946550303026
Motiv	0.27225271929411926
technisch	0.1743819963354195
geharnischt	0.011493147943720933
Vorwort	0.5930407797446547
Anstellung	0.0010964048842646453
billig	0.06976661102467509
englisch	0.1616904139432749
Anstalt	0.17011125449016293
Feder	0.1949527901837014
Bilanz	0.0
Abend	0.2230357372708096
Donnerwetter	0.34053573664488235
Museum	0.15369243091344592
